,Dataset ID,No. of Resources,Dataset Title,Issued,Modified,Access URL,Topic,Publisher,Language
394,24517,2,"DCT Number of Licensed Events  by type of Event, Event Sponsor, Year 2019-2021",2021-06-03T14:44:43+04:00,2021-06-03T16:53:51+04:00,https://addata.gov.ae/dataset/dct-number-licensed-events-type-event-event-sponsor-year-2019-2021,"Economy, Business, Tourism",Department of Culture and Tourism,en
395,24497,2,Total number of Inspection Visits for Food Premises Grouped by Visit Type and Activity Type  in Al Ain,2021-06-03T14:05:31+04:00,2021-06-03T19:54:43+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-food-premises-grouped-visit-type-and-activity-type-al-ain,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
396,24489,1,Name of Cultural personality of the year 2007-2021,2021-06-03T14:01:44+04:00,2021-06-03T16:53:57+04:00,https://addata.gov.ae/dataset/name-cultural-personality-year-2007-2021,"Society, Tourism",Department of Culture and Tourism,en
397,24475,2,Total number of Inspection Visits for Food Premises Grouped by Visit Type and Activity Type  in Al dhafra Region,2021-06-03T13:54:51+04:00,2021-06-03T16:53:53+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-food-premises-grouped-visit-type-and-activity-type-al-dhafra,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
398,24473,1,Number of Nominations fro Shaikh Zayed Book Award  for each category by year 2007-2021,2021-06-03T13:53:24+04:00,2021-06-03T16:53:51+04:00,https://addata.gov.ae/dataset/number-nominations-fro-shaikh-zayed-book-award-each-category-year-2007-2021,"Society, Education, Tourism",Department of Culture and Tourism,en
399,24465,1,"Total number of Shaikh Zayed Book Award Nominations by type, Male, Female, Publishing houses, Organizations by year 2007-2021",2021-06-03T13:38:31+04:00,2021-06-03T16:53:51+04:00,https://addata.gov.ae/dataset/total-number-shaikh-zayed-book-award-nominations-type-male-female-publishing-houses,"Society, Tourism",Department of Culture and Tourism,en
400,24457,1,Number of people enrolled in Programs related to DCT Education & Outreach by Year 2020,2021-06-03T12:53:08+04:00,2021-06-03T16:53:53+04:00,https://addata.gov.ae/dataset/number-people-enrolled-programs-related-dct-education-outreach-year-2020,"Education, Tourism",Department of Culture and Tourism,en
401,24445,1,DCT Number of Music Programmes by Topic for Year 2018-2020,2021-06-03T12:33:24+04:00,2021-06-03T13:53:03+04:00,https://addata.gov.ae/dataset/dct-number-music-programmes-topic-year-2018-2020,"Society, Education, Tourism",Department of Culture and Tourism,en
402,24441,2,Total number of Inspection Visits for Food Premises Grouped by Visit Type and Activity Type in Abu Dhabi,2021-06-03T12:28:02+04:00,2021-10-07T14:54:11+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-food-premises-grouped-visit-type-and-activity-type-abu-dhabi,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
403,24429,2,Total number of Inspection visits to agricultural facilities categorized by visits type for each regions in Emirate of Abu Dhabi,2021-06-03T12:19:30+04:00,2021-06-03T13:53:03+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-agricultural-facilities-categorized-visits-type-each-2,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
404,24417,2,Total number of Inspection visits to animal establishments categorized by activity type & Region in Emirate of Abu Dhabi,2021-06-03T12:10:14+04:00,2021-06-03T13:52:58+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-animal-establishments-categorized-activity-type-region-2,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
405,24405,1,"DCT Book Fair Number of Visitors and Exhibitors, Year 2018-2019",2021-06-03T11:37:31+04:00,2021-06-03T13:53:05+04:00,https://addata.gov.ae/dataset/dct-book-fair-number-visitors-and-exhibitors-year-2018-2019,Tourism,Department of Culture and Tourism,en
406,24401,2,Total number of Inspection visits to farms categorized by visits type for each regions in Emirate of Abu Dhabi,2021-06-03T11:35:20+04:00,2021-06-03T13:53:47+04:00,https://addata.gov.ae/dataset/total-number-inspection-visits-farms-categorized-visits-type-each-regions-emirate-abu-2,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
407,24389,2,Regulatory Visits by Region in Emirate of Abu Dhabi,2021-06-03T11:23:35+04:00,2021-06-03T13:52:57+04:00,https://addata.gov.ae/dataset/regulatory-visits-region-emirate-abu-dhabi,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
408,24375,1,"Abu Dhabi Hotel Revenues, Occupancy , lengh of stay and Guests  by Region for Year 2019-2020",2021-06-03T11:08:23+04:00,2021-06-03T13:53:03+04:00,https://addata.gov.ae/dataset/abu-dhabi-hotel-revenues-occupancy-lengh-stay-and-guests-region-year-2019-2020,Tourism,Department of Culture and Tourism,en
409,24359,2,"Total Number of Warnings, Violations and Notice  By Activity Type in  Al Dhafra Region",2021-06-03T10:42:52+04:00,2021-06-03T13:52:56+04:00,https://addata.gov.ae/dataset/total-number-warnings-violations-and-notice-activity-type-al-dhafra-region,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
410,24345,1,"Abu Dhabi Hotel Revenues, Occupancy, lengh of stay and Guests  by Stars Rating for Year 2019-2020",2021-06-03T10:33:09+04:00,2021-06-03T10:52:52+04:00,https://addata.gov.ae/dataset/abu-dhabi-hotel-revenues-occupancy-lengh-stay-and-guests-stars-rating-year-2019-2020,Tourism,Department of Culture and Tourism,en
411,24343,1,"Total Number of Warnings, Violations and Notice By Activity Type in Abu Dhabi Region",2021-06-03T10:32:09+04:00,2021-06-27T14:05:47+04:00,https://addata.gov.ae/dataset/total-number-warnings-violations-and-notice-activity-type-abu-dhabi-region,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
412,24331,2,Total Number and Quantity of Condemnation Of Inspection Actions on Food Premises According To Inspection Action and Activity Type in Al Ain,2021-06-03T10:19:21+04:00,2021-06-03T10:52:13+04:00,https://addata.gov.ae/dataset/total-number-and-quantity-condemnation-inspection-actions-food-premises-according-4,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
413,24319,0,"Abu Dhabi Hotel Revenues, Occupancy, length of stay and Guests  by Zone for year 2019-2020",2021-06-03T09:42:07+04:00,2021-06-03T09:51:59+04:00,https://addata.gov.ae/dataset/abu-dhabi-hotel-revenues-occupancy-length-stay-and-guests-zone-year-2019-2020,Tourism,Department of Culture and Tourism,en
414,24309,2,Total Number and Quantity of Condemnation Of Inspection Actions on Food Premises According To Inspection Action and Activity Type in AL Dhafra,2021-06-03T09:35:11+04:00,2021-06-03T10:52:05+04:00,https://addata.gov.ae/dataset/total-number-and-quantity-condemnation-inspection-actions-food-premises-according-1,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
415,24301,2,Total Number and Quantity of Condemnation Of Inspection Actions on Food Premises According To Inspection Action and Activity Type in Abu Dhabi Region,2021-06-03T09:22:59+04:00,2021-06-20T16:14:17+04:00,https://addata.gov.ae/dataset/total-number-and-quantity-condemnation-inspection-actions-food-premises-according-inspection,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
416,24289,2,Number of Hotels and Rooms by City for year 2019-2020,2021-06-02T15:09:34+04:00,2021-06-02T19:49:38+04:00,https://addata.gov.ae/dataset/number-hotels-and-rooms-city-year-2019-2020,Tourism,Department of Culture and Tourism,en
417,24283,2,Number of Hotels and Rooms by Stars Rating for year 2019-2020,2021-06-02T14:54:38+04:00,2021-06-02T16:47:58+04:00,https://addata.gov.ae/dataset/number-hotels-and-rooms-stars-rating-year-2019-2020,Tourism,Department of Culture and Tourism,en
418,24277,2,Number of Hotels and Rooms by Zone for year 2019-2020,2021-06-02T14:39:00+04:00,2021-06-02T16:47:58+04:00,https://addata.gov.ae/dataset/number-hotels-and-rooms-zone-year-2019-2020,"Business, Tourism",Department of Culture and Tourism,en
419,24271,1,Abu Dhabi Total Guests  by Purpose of Visit for Year 2019-2020,2021-06-02T13:49:30+04:00,2021-06-02T16:47:58+04:00,https://addata.gov.ae/dataset/abu-dhabi-total-guests-purpose-visit-year-2019-2020,"Economy, Business, Tourism",Department of Culture and Tourism,en
420,24257,2,Distribution of Inspection actions and Quantity of Condemnation by Region,2021-06-02T07:55:14+04:00,2021-06-17T15:51:06+04:00,https://addata.gov.ae/dataset/distribution-inspection-actions-and-quantity-condemnation-region,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
421,24245,2,Distribution of total Inspection Visits for Food Premises According To Visit Type By Region,2021-06-01T16:05:35+04:00,2021-06-01T16:43:29+04:00,https://addata.gov.ae/dataset/distribution-total-inspection-visits-food-premises-according-visit-type-region,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
422,24233,2,Distribution of trees in experiment stations by type,2021-06-01T15:47:43+04:00,2021-06-01T16:43:19+04:00,https://addata.gov.ae/dataset/distribution-trees-experiment-stations-type,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
423,24221,2,Distribution of Inspection procedures to farms categorized by action type for each regions in Emirate of Abu Dhabi,2021-06-01T15:35:26+04:00,2021-06-01T19:45:00+04:00,https://addata.gov.ae/dataset/distribution-inspection-procedures-farms-categorized-action-type-each-regions-emirate-abu,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
424,24209,2,Distribution of irrigated areas  by irrigation methods used and agricultural centers for each regions in Emirate of Abu Dhabi,2021-06-01T15:13:35+04:00,2021-06-01T16:43:16+04:00,https://addata.gov.ae/dataset/distribution-irrigated-areas-irrigation-methods-used-and-agricultural-centers-each-regions,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
425,24193,2,"Total Number of Warnings, Violations, Assurances and Closings  For Each Region in Emirate of Abu Dhabi",2021-06-01T14:51:30+04:00,2021-06-20T14:57:18+04:00,https://addata.gov.ae/dataset/total-number-warnings-violations-assurances-and-closings-each-region-emirate-abu-dhabi,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
426,24175,1,Over all Bees and honey experiments affiliated to Abu Dhabi Agriculture and food safety authority research stations ,2021-06-01T12:08:43+04:00,2021-06-01T14:48:39+04:00,https://addata.gov.ae/dataset/over-all-bees-and-honey-experiments-affiliated-abu-dhabi-agriculture-and-food-safety,Agriculture,Abu Dhabi Agriculture and Food Safety Authority,en
427,24085,1,Industrial Sector Products in Emirate of Abu Dhabi,2021-05-05T16:27:46+04:00,2021-05-06T17:23:25+04:00,https://addata.gov.ae/dataset/industrial-sector-products-emirate-abu-dhabi,"Economy, Business",Department of Economic Development,en
428,24069,1,The most prominent achievements of the Together We Are Fine program,2021-05-02T09:31:54+04:00,2021-05-02T11:03:21+04:00,https://addata.gov.ae/dataset/most-prominent-achievements-together-we-are-fine-program,Society,Authority Of Social Contribution - Ma'an,en
429,24001,2,Total Number of Social Care Initiatives for the Benefit of the Beneficiaries,2021-04-19T10:05:03+04:00,2021-04-19T12:32:41+04:00,https://addata.gov.ae/dataset/total-number-social-care-initiatives-benefit-beneficiaries,Economy,Social Care and Minors Affairs Foundation,en
430,23995,2,Total Aids based Category Type,2021-04-19T01:51:06+04:00,2021-04-19T15:33:28+04:00,https://addata.gov.ae/dataset/total-aids-based-category-type,Society,Zayed Charitable & Humanitarian Foundation ,en
431,23989,2,Total Aids based on Continent & Country,2021-04-19T01:48:08+04:00,2021-04-19T15:33:18+04:00,https://addata.gov.ae/dataset/total-aids-based-continent-country,Society,Zayed Charitable & Humanitarian Foundation ,en
432,23983,2,Total Aids based on Objectives,2021-04-19T01:42:59+04:00,2021-04-19T15:33:17+04:00,https://addata.gov.ae/dataset/total-aids-based-objectives,Society,Zayed Charitable & Humanitarian Foundation ,en
433,23969,4,Customs Clearance Agencies,2021-04-19T01:25:00+04:00,2021-08-13T16:45:29+04:00,https://addata.gov.ae/dataset/customs-clearance-agencies,Business,General Administration Of Customs,en
434,23959,2,Customs Centers,2021-04-19T01:18:19+04:00,2021-04-19T03:29:48+04:00,https://addata.gov.ae/dataset/customs-centers,Business,General Administration Of Customs,en
435,23943,20,Foreign trade volume,2021-04-19T01:06:18+04:00,2021-10-24T16:05:02+04:00,https://addata.gov.ae/dataset/foreign-trade-volume,Business,,en
436,23927,2,Number of Legal Consultation Service Requests Provided to SCMAF Beneficiaries ,2021-04-18T13:53:31+04:00,2021-04-18T18:37:17+04:00,https://addata.gov.ae/dataset/number-legal-consultation-service-requests-provided-scmaf-beneficiaries,Economy,Social Care and Minors Affairs Foundation,en
437,23919,1,Fall 2019-20  Doctorate Students Enrollment by Program,2021-04-18T13:37:19+04:00,2021-04-18T18:36:52+04:00,https://addata.gov.ae/dataset/fall-2019-20-doctorate-students-enrollment-program,Education,Khalifa University,en
438,23899,1, Fall 2019-20 Master Student Enrollment By Program,2021-04-18T13:24:01+04:00,2021-04-18T18:37:16+04:00,https://addata.gov.ae/dataset/fall-2019-20-master-student-enrollment-program,Education,Khalifa University,en
439,23891,1,Fall 2019-20  Doctorate Students Enrollment by Nationality,2021-04-18T12:55:37+04:00,2021-04-18T18:37:16+04:00,https://addata.gov.ae/dataset/fall-2019-20-doctorate-students-enrollment-nationality,Education,Khalifa University,en
440,23883,1, Fall 2019-20 Master Student Enrollment By Nationality,2021-04-18T12:48:17+04:00,2021-04-18T18:36:37+04:00,https://addata.gov.ae/dataset/fall-2019-20-master-student-enrollment-nationality,Education,Khalifa University,en
441,23867,1,Fall 2019-20  Doctorate Students Enrollment by Gender ,2021-04-18T12:39:55+04:00,2021-04-18T15:27:42+04:00,https://addata.gov.ae/dataset/fall-2019-20-doctorate-students-enrollment-gender,Education,Khalifa University,en
442,23871,1,Fall 2019_2020 Bachelor Student Enrollment By Program,2021-04-18T12:30:45+04:00,2021-04-18T15:26:48+04:00,https://addata.gov.ae/dataset/fall-20192020-bachelor-student-enrollment-program,Education,Khalifa University,en
443,23843,1,Fall 2019-20 Master Student Enrollment By Gender,2021-04-18T12:29:25+04:00,2021-04-18T15:27:42+04:00,https://addata.gov.ae/dataset/fall-2019-20-master-student-enrollment-gender,Education,Khalifa University,en
444,23859,1,Fall 2019_2020 Undergraduate Student Enrollment By Nationality,2021-04-18T12:25:44+04:00,2021-04-18T15:26:49+04:00,https://addata.gov.ae/dataset/fall-20192020-undergraduate-student-enrollment-nationality,Education,Khalifa University,en
445,23847,1,Fall 2019_2020 Undergraduate Student Enrollment By Gender,2021-04-18T12:20:15+04:00,2021-04-18T15:26:49+04:00,https://addata.gov.ae/dataset/fall-20192020-undergraduate-student-enrollment-gender,Education,Khalifa University,en
446,23835,1,Fall 2019_2020 Enrollment By Nationality Region,2021-04-18T12:13:15+04:00,2021-04-18T15:26:48+04:00,https://addata.gov.ae/dataset/fall-20192020-enrollment-nationality-region,Education,Khalifa University,en
447,23821,1,Fall 2019_2020 Enrollment Postgraduate Students ,2021-04-18T12:06:45+04:00,2021-04-18T12:26:00+04:00,https://addata.gov.ae/dataset/fall-20192020-enrollment-postgraduate-students,Education,Khalifa University,en
448,23805,1,Fall 2019_2020 Enrollment By Level,2021-04-18T11:56:43+04:00,2021-04-18T12:25:59+04:00,https://addata.gov.ae/dataset/fall-20192020-enrollment-level,Education,Khalifa University,en
449,23777,1,Permit Issued,2021-04-13T11:41:21+04:00,2021-04-15T12:10:59+04:00,https://addata.gov.ae/dataset/permit-issued,Business,Department of Municipalities and Transport ,en
450,23767,2,Commercial Signage Regulations,2021-04-04T16:34:13+04:00,2021-04-04T17:03:36+04:00,https://addata.gov.ae/dataset/commercial-signage-regulations,Business,Department of Municipalities and Transport ,en
451,23761,1,A guide to planting fruitful and flowering trees within the central islands and roadsides in the Emirate of Abu Dhabi,2021-04-04T12:01:39+04:00,2021-04-05T14:04:11+04:00,https://addata.gov.ae/dataset/guide-planting-fruitful-and-flowering-trees-within-central-islands-and-roadsides-emirate-abu,Agriculture,Department of Municipalities and Transport ,en
452,23757,2,A guide to regulating the parking of mobile Food Trucks in the Emirate of Abu Dhabi,2021-04-04T11:20:21+04:00,2021-04-04T17:00:52+04:00,https://addata.gov.ae/dataset/guide-regulating-parking-mobile-food-trucks-emirate-abu-dhabi,Business,Department of Municipalities and Transport ,en
453,23743,2,Waterfront Design Guidelines - Al Bateen,2021-04-04T10:43:48+04:00,2021-04-04T10:58:22+04:00,https://addata.gov.ae/dataset/waterfront-design-guidelines-al-bateen,Business,Department of Municipalities and Transport ,en
454,23735,2,Business Beyond the Limits of Residential Vouchers,2021-04-04T10:35:11+04:00,2021-04-04T10:58:26+04:00,https://addata.gov.ae/dataset/business-beyond-limits-residential-vouchers-0,Business,Department of Municipalities and Transport ,en
455,23723,2,Interim Coastal Development Guidelines,2021-04-04T10:17:25+04:00,2021-04-04T10:58:27+04:00,https://addata.gov.ae/dataset/interim-coastal-development-guidelines,Business,Department of Municipalities and Transport ,en
456,23717,2,Health Control Over Non Food Establishments Guideline ,2021-04-04T10:10:41+04:00,2021-04-04T10:58:28+04:00,https://addata.gov.ae/dataset/health-control-over-non-food-establishments-guideline,Business,Department of Municipalities and Transport ,en
457,23705,2,A guide to developing residential partitions in the Emirate of Abu Dhabi,2021-04-04T09:59:13+04:00,2021-04-04T10:58:27+04:00,https://addata.gov.ae/dataset/guide-developing-residential-partitions-emirate-abu-dhabi,Business,Department of Municipalities and Transport ,en
458,23701,2,Residential voucher requirements guide,2021-04-04T09:55:00+04:00,2021-04-04T10:58:20+04:00,https://addata.gov.ae/dataset/residential-voucher-requirements-guide,Business,Department of Municipalities and Transport ,en
459,23679,1,Abu Dhabi Utility Corridors Design Manual,2021-04-01T17:50:54+04:00,2021-04-01T19:26:20+04:00,https://addata.gov.ae/dataset/abu-dhabi-utility-corridors-design-manual,Business,Department of Municipalities and Transport ,en
460,23671,1,Abu Dhabi Utility Plot Design Manual,2021-04-01T17:31:59+04:00,2021-04-01T19:26:06+04:00,https://addata.gov.ae/dataset/abu-dhabi-utility-plot-design-manual,,Department of Municipalities and Transport ,en
461,23669,1,Abu Dhabi Safety and Security Planning Manual,2021-04-01T17:29:32+04:00,2021-04-01T19:26:07+04:00,https://addata.gov.ae/dataset/abu-dhabi-safety-and-security-planning-manual,Business,Department of Municipalities and Transport ,en
462,23665,1,Abu Dhabi Community Facility Planning Standards,2021-04-01T17:25:02+04:00,2021-04-04T17:00:01+04:00,https://addata.gov.ae/dataset/abu-dhabi-community-facility-planning-standards,Business,Department of Municipalities and Transport ,en
463,23633,1,Abu Dhabi Outdoor Seating Areas Manual,2021-04-01T15:38:57+04:00,2021-04-01T16:16:08+04:00,https://addata.gov.ae/dataset/abu-dhabi-outdoor-seating-areas-manual,Business,Department of Municipalities and Transport ,en
464,23631,1,Abu Dhabi Urban Street Design Manual,2021-04-01T15:32:02+04:00,2021-06-22T10:27:57+04:00,https://addata.gov.ae/dataset/abu-dhabi-urban-street-design-manual,Business,Department of Municipalities and Transport ,en
465,23629,1,AbuDhabi Public Realm Design Manual - Appendix,2021-04-01T15:29:46+04:00,2021-06-22T10:27:51+04:00,https://addata.gov.ae/dataset/abudhabi-public-realm-design-manual-appendix,Business,Department of Municipalities and Transport ,en
466,23627,1,Abu Dhabi Public Realm Design Manual,2021-04-01T15:27:24+04:00,2021-04-01T19:26:07+04:00,https://addata.gov.ae/dataset/abu-dhabi-public-realm-design-manual,Business,Department of Municipalities and Transport ,en
467,23617,1,Cycle Track,2021-03-30T17:50:52+04:00,2021-06-07T11:42:54+04:00,https://addata.gov.ae/dataset/cycle-track,Transport,Department of Municipalities and Transport ,en
468,23611,1,Abu Dhabi Mosque Development Regulations - User Guide,2021-03-30T17:26:10+04:00,2021-04-01T16:17:12+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-user-guide,Business,Department of Municipalities and Transport ,en
469,23609,1,Abu Dhabi Mosque Development Regulations - Architectural Prototypes,2021-03-30T17:24:33+04:00,2021-04-04T17:00:35+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-architectural-prototypes,Business,Department of Municipalities and Transport ,en
470,23599,1,Abu Dhabi Mosque Development Regulations - Estidama,2021-03-30T17:05:10+04:00,2021-04-01T16:16:50+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-estidama,Business,Department of Municipalities and Transport ,en
471,23583,1,Abu Dhabi Mosque Development Regulations Volume 3 Operations,2021-03-30T15:56:56+04:00,2021-03-30T19:08:38+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-volume-3-operations,Business,Department of Municipalities and Transport ,en
472,23577,1,"The Abu Dhabi Mosque Development Regulations (ADMDR), Design",2021-03-30T15:49:49+04:00,2021-03-30T19:08:38+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-admdr-design,Business,Department of Municipalities and Transport ,en
473,23575,1,Abu Dhabi Mosque Development Regulations Volume 1 Planning,2021-03-30T15:47:29+04:00,2021-03-30T19:08:38+04:00,https://addata.gov.ae/dataset/abu-dhabi-mosque-development-regulations-volume-1-planning,Business,Department of Municipalities and Transport ,en
474,23567,1,Abu Dhabi Capital Development Code,2021-03-30T15:33:05+04:00,2021-06-22T09:08:25+04:00,https://addata.gov.ae/dataset/abu-dhabi-capital-development-code,Business,Department of Municipalities and Transport ,en
475,23559,1,DRM Development CODE,2021-03-30T15:20:51+04:00,2021-03-30T16:09:29+04:00,https://addata.gov.ae/dataset/drm-development-code,Business,Department of Municipalities and Transport ,en
476,23551,1,Al Ain Development Code,2021-03-30T14:55:04+04:00,2021-03-31T16:16:10+04:00,https://addata.gov.ae/dataset/al-ain-development-code,Business,Department of Municipalities and Transport ,en
477,23543,1,Abu Dhabi Emirate Rural Development Code,2021-03-30T13:24:49+04:00,2021-03-30T16:12:56+04:00,https://addata.gov.ae/dataset/abu-dhabi-emirate-rural-development-code,Environment,Department of Municipalities and Transport ,en
478,23529,1,Commercial Signage Regulations - Interactive Version,2021-03-29T18:04:07+04:00,2021-04-04T13:59:42+04:00,https://addata.gov.ae/dataset/commercial-signage-regulations-interactive-version,Business,Department of Municipalities and Transport ,en
479,23459,2,"Statistics of Heirs (Minors, Adults, Widows, and Interdicted) in the Active Files in SCMAF",2021-03-24T10:16:44+04:00,2021-04-06T14:07:46+04:00,https://addata.gov.ae/dataset/statistics-heirs-minors-adults-widows-and-interdicted-active-files-scmaf,Society,Social Care and Minors Affairs Foundation,en
480,23447,2,Total Number of Active Files in SCMAF by File Type,2021-03-24T09:15:07+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/total-number-active-files-scmaf-file-type,Society,Social Care and Minors Affairs Foundation,en
481,23435,2,Emiratization Percentage in SCMAF,2021-03-23T14:12:40+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/emiratization-percentage-scmaf,Society,Social Care and Minors Affairs Foundation,en
482,23415,2,Employee Turnover Rate in SCMAF,2021-03-23T12:05:15+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/employee-turnover-rate-scmaf,Society,Social Care and Minors Affairs Foundation,en
483,23403,2,Total Number of Female Guardians in the Productive Families,2021-03-23T11:46:13+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/total-number-female-guardians-productive-families,Society,Social Care and Minors Affairs Foundation,en
484,23387,2,Total Number of Beneficiary Talents,2021-03-23T10:41:40+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/total-number-beneficiary-talents,Society,Social Care and Minors Affairs Foundation,en
485,23375,2,Total Number of Annual Activities Conducted for the Beneficiaries,2021-03-23T10:21:30+04:00,2021-04-06T14:07:46+04:00,https://addata.gov.ae/dataset/total-number-annual-activities-conducted-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
486,23363,2,Total Number of Beneficiaries Who Regularly Receive Medical Treatment (Patients),2021-03-23T09:47:51+04:00,2021-04-06T14:07:46+04:00,https://addata.gov.ae/dataset/total-number-beneficiaries-who-regularly-receive-medical-treatment-patients,Society,Social Care and Minors Affairs Foundation,en
487,23341,2,Total Number of Social Care Projects for the Benefit of the Beneficiaries,2021-03-22T11:18:50+04:00,2021-04-06T14:07:46+04:00,https://addata.gov.ae/dataset/total-number-social-care-projects-benefit-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
488,23317,2,Total Number of Beneficiary Families Overseas,2021-03-22T09:48:26+04:00,2021-04-06T14:07:45+04:00,https://addata.gov.ae/dataset/total-number-beneficiary-families-overseas,Society,Social Care and Minors Affairs Foundation,en
489,23305,2,Number of Minor Students,2021-03-22T09:22:56+04:00,2021-04-06T14:07:48+04:00,https://addata.gov.ae/dataset/number-minor-students,Society,Social Care and Minors Affairs Foundation,en
490,23293,2,Total Number of Strategic Partnerships,2021-03-21T15:30:12+04:00,2021-04-06T14:07:46+04:00,https://addata.gov.ae/dataset/total-number-strategic-partnerships,Society,Social Care and Minors Affairs Foundation,en
491,23269,2,Total Number of Legal Cases Pleaded for the Benefit of SCMAF Beneficiaries,2021-03-21T13:00:01+04:00,2021-04-06T14:07:48+04:00,https://addata.gov.ae/dataset/total-number-legal-cases-pleaded-benefit-scmaf-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
492,23257,2,Total Number of Farms Owned by Beneficiaries ,2021-03-21T09:04:52+04:00,2021-04-06T14:07:48+04:00,https://addata.gov.ae/dataset/total-number-farms-owned-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
493,23245,2,Total Profits of the Shares Owned by Beneficiaries,2021-03-17T11:23:24+04:00,2021-04-06T13:48:45+04:00,https://addata.gov.ae/dataset/total-profits-shares-owned-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
494,23233,2,Total Number of Shares Owned by Beneficiaries,2021-03-17T10:48:21+04:00,2021-04-06T13:46:00+04:00,https://addata.gov.ae/dataset/total-number-shares-owned-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
495,23217,2,Total Value of Aid Disbursed to SCMAF Beneficiaries,2021-03-17T09:59:53+04:00,2021-04-06T14:07:50+04:00,https://addata.gov.ae/dataset/total-value-aid-disbursed-scmaf-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
496,23191,2,Beneficiary Deposit Account Profits,2021-03-16T13:15:29+04:00,2021-04-06T13:47:33+04:00,https://addata.gov.ae/dataset/beneficiary-deposit-account-profits,Society,Social Care and Minors Affairs Foundation,en
497,23169,2,Amounts Invested in Deposits for SCMAF beneficiaries,2021-03-15T14:49:39+04:00,2021-04-06T14:07:57+04:00,https://addata.gov.ae/dataset/amounts-invested-deposits-scmaf-beneficiaries,Society,Social Care and Minors Affairs Foundation,en
498,23129,2,Number of Annual Property Service Maintenance Contracts,2021-03-15T10:04:42+04:00,2021-04-06T13:56:49+04:00,https://addata.gov.ae/dataset/number-annual-property-service-maintenance-contracts,Society,Social Care and Minors Affairs Foundation,en
499,23119,2,Fertility Rates,2021-03-15T09:42:31+04:00,2021-03-15T12:24:14+04:00,https://addata.gov.ae/dataset/fertility-rates,Health,Statistics Centre Abu Dhabi ,en
500,23065,2,Length of Internal Roads,2021-03-09T11:26:18+04:00,2021-03-09T12:09:39+04:00,https://addata.gov.ae/dataset/length-internal-roads,Transport,Statistics Centre Abu Dhabi ,en
501,23051,2,Average Rainfall in Abu Dhabi Emirate by Month and region,2021-03-07T14:47:14+04:00,2021-03-07T18:00:14+04:00,https://addata.gov.ae/dataset/average-rainfall-abu-dhabi-emirate-month-and-region,Environment,Statistics Centre Abu Dhabi ,en
502,23041,2,Value of Imports of Agricultural Goods and Food by Type for Abu Dhabi Emirate,2021-03-07T13:42:22+04:00,2021-03-07T15:08:57+04:00,https://addata.gov.ae/dataset/value-imports-agricultural-goods-and-food-type-abu-dhabi-emirate,"Agriculture, Economy",Statistics Centre Abu Dhabi ,en
503,23031,2,Value of Imported Goods per Year by Utilization of Items for Abu Dhabi Emirate,2021-03-07T13:14:31+04:00,2021-03-07T15:08:48+04:00,https://addata.gov.ae/dataset/value-imported-goods-year-utilization-items-abu-dhabi-emirate,Economy,Statistics Centre Abu Dhabi ,en
